Roster

  System.X
  CardiacOutput.CO
  CardiacOutput.RAP
  CardiacOutput.MCFP
  CardiacOutput.Slope
  FluidVolumes.AP
  FluidVolumes.BV
  FluidVolumes.ECFV
  FluidVolumes.RPP
  FluidVolumes.UO
  FlowAutoregulation.TPR
  BaroreceptorReflex.AFFNA
  BaroreceptorReflex.SYMEnd
  CardiacOutput.V0
  CardiacOutput.slope_a
  CardiacOutput.slope_b
  CardiacOutput.SlopeB
  CardiacOutput.HSBasic
  FluidVolumes.RDrop
  FluidVolumes.Intake
  FlowAutoregulation.KAUTO
  BaroreceptorReflex.CDROP
  BaroreceptorReflex.KBARO
  CardiacOutput.StarlingA
  CardiacOutput.Starlingm
  CardiacOutput.StarlingS
  FluidVolumes.FluidA
  FluidVolumes.Fluidm
  FluidVolumes.FluidS
  FluidVolumes.Urinem
  FlowAutoregulation.AutoA
  FlowAutoregulation.Autom
  FlowAutoregulation.AutoS
  BaroreceptorReflex.AffNaA
  BaroreceptorReflex.AffNam
  BaroreceptorReflex.AffNaS
  BaroreceptorReflex.SympsA
  BaroreceptorReflex.Sympsm
  BaroreceptorReflex.SympsS
  BaroreceptorReflex.SympsB
  CardiacOutput.RVRa
  CardiacOutput.RVRb
28800.00,5808.788,-1.248,7.383,0.006885,96.6,4937.5,12994.8,96.591,0.798,0.017,0.922,1.009,3865,0.3448,0.6428,0.0069,1,0.0,0.757,0.00047,0.0,0.00074,13660.8,1.8,3.4,7830.016,3.547,11176.339,0.049,0.040,11.499,5991.025,1.835,3.597,41.399,1.042,3.547,0.475,0.919,0.03335,0.00093,
28805.00,5009.198,-1.639,6.217,0.006958,94.0,4758.6,12644.6,93.958,0.652,0.019,0.815,1.053,3865,0.3448,0.6428,0.0069,1,0.0,0.757,0.00047,0.0,0.00074,13660.8,1.8,3.4,7830.016,3.547,11176.339,0.049,0.040,11.499,5991.025,1.835,3.597,41.399,1.042,3.547,0.475,0.919,0.03335,0.00093,
28810.00,4354.548,-2.041,5.099,0.007222,90.5,4571.2,12295.1,90.548,0.445,0.021,0.669,1.157,3865,0.3448,0.6428,0.0069,1,0.0,0.757,0.00047,0.0,0.00074,13660.8,1.8,3.4,7830.016,3.547,11176.339,0.049,0.040,11.499,5991.025,1.835,3.597,41.399,1.042,3.547,0.475,0.919,0.03335,0.00093,
28815.00,3513.272,-2.418,3.818,0.007479,88.4,4375.7,11946.7,88.423,0.326,0.025,0.579,1.265,3865,0.3448,0.6428,0.0069,1,0.0,0.757,0.00047,0.0,0.00074,13660.8,1.8,3.4,7830.016,3.547,11176.339,0.049,0.040,11.499,5991.025,1.835,3.597,41.399,1.042,3.547,0.475,0.919,0.03335,0.00093,
28820.00,2816.392,-2.831,2.557,0.008326,83.7,4172.3,11598.9,83.715,0.112,0.030,0.387,1.621,3865,0.3448,0.6428,0.0069,1,0.0,0.757,0.00047,0.0,0.00074,13660.8,1.8,3.4,7830.016,3.547,11176.339,0.049,0.040,11.499,5991.025,1.835,3.597,41.399,1.042,3.547,0.475,0.919,0.03335,0.00093,
0.00,11925.069,2.177,19.527,0.008762,204.3,5845.6,15000.0,204.253,5.127,0.017,1.411,1.130,3617,0.3558,0.6816,0.0081,1,0.0,1.121,0.00048,0.0,0.00063,13654.7,1.8,3.1,7658.072,3.591,10826.398,0.047,0.051,12.130,5721.647,1.417,3.885,35.568,0.967,3.642,0.398,1.120,0.03134,0.00092,
28800.00,5306.025,-1.979,6.149,0.009067,104.2,4295.3,11589.9,104.215,0.914,0.020,0.678,1.242,3617,0.3558,0.6816,0.0081,1,0.0,1.121,0.00048,0.0,0.00063,13654.7,1.8,3.1,7658.072,3.591,10826.398,0.047,0.051,12.130,5721.647,1.417,3.885,35.568,0.967,3.642,0.398,1.120,0.03134,0.00092,
28805.00,3722.309,-2.459,4.263,0.009072,104.1,4087.0,11241.0,104.060,0.906,0.028,0.673,1.245,3617,0.3558,0.6816,0.0081,1,0.0,1.121,0.00048,0.0,0.00063,13654.7,1.8,3.1,7658.072,3.591,10826.398,0.047,0.051,12.130,5721.647,1.417,3.885,35.568,0.967,3.642,0.398,1.120,0.03134,0.00092,
28810.00,2936.891,-2.984,2.721,0.010736,94.9,3870.6,10892.0,94.937,0.384,0.032,0.307,1.818,3617,0.3558,0.6816,0.0081,1,0.0,1.121,0.00048,0.0,0.00063,13654.7,1.8,3.1,7658.072,3.591,10826.398,0.047,0.051,12.130,5721.647,1.417,3.885,35.568,0.967,3.642,0.398,1.120,0.03134,0.00092,
28815.00,1868.217,-3.294,0.362,0.011518,61.7,3648.6,10545.7,61.681,0.000,0.033,0.000,2.088,3617,0.3558,0.6816,0.0081,1,0.0,1.121,0.00048,0.0,0.00063,13654.7,1.8,3.1,7658.072,3.591,10826.398,0.047,0.051,12.130,5721.647,1.417,3.885,35.568,0.967,3.642,0.398,1.120,0.03134,0.00092,
28820.00,660.314,-3.616,-2.251,0.011518,21.7,3421.7,10201.3,21.748,0.000,0.033,0.000,2.088,3617,0.3558,0.6816,0.0081,1,0.0,1.121,0.00048,0.0,0.00063,13654.7,1.8,3.1,7658.072,3.591,10826.398,0.047,0.051,12.130,5721.647,1.417,3.885,35.568,0.967,3.642,0.398,1.120,0.03134,0.00092,
0.00,9617.634,1.244,15.749,0.007303,164.7,5773.3,15000.0,164.731,4.266,0.017,1.815,1.020,3617,0.3469,0.6514,0.0073,1,0.0,1.061,0.00046,0.0,0.00070,13648.6,2.0,3.3,7706.112,3.636,11101.429,0.051,0.043,9.748,5452.269,1.876,4.173,46.393,0.964,3.483,0.662,0.992,0.03305,0.00094,
28800.00,5036.619,-2.150,6.147,0.008800,108.8,4315.3,11862.5,108.829,0.918,0.022,0.556,1.616,3617,0.3469,0.6514,0.0073,1,0.0,1.061,0.00046,0.0,0.00070,13648.6,2.0,3.3,7706.112,3.636,11101.429,0.051,0.043,9.748,5452.269,1.876,4.173,46.393,0.964,3.483,0.662,0.992,0.03305,0.00094,
28805.00,4145.320,-2.525,4.690,0.009551,101.9,4107.8,11513.2,101.930,0.589,0.025,0.288,1.905,3617,0.3469,0.6514,0.0073,1,0.0,1.061,0.00046,0.0,0.00070,13648.6,2.0,3.3,7706.112,3.636,11101.429,0.051,0.043,9.748,5452.269,1.876,4.173,46.393,0.964,3.483,0.662,0.992,0.03305,0.00094,
28810.00,3136.671,-2.762,2.673,0.009658,77.0,3893.4,11165.6,76.998,0.000,0.025,0.000,1.956,3617,0.3469,0.6514,0.0073,1,0.0,1.061,0.00046,0.0,0.00070,13648.6,2.0,3.3,7706.112,3.636,11101.429,0.051,0.043,9.748,5452.269,1.876,4.173,46.393,0.964,3.483,0.662,0.992,0.03305,0.00094,
28815.00,2047.692,-3.023,0.553,0.009658,50.2,3673.9,10820.9,50.151,0.000,0.024,0.000,1.956,3617,0.3469,0.6514,0.0073,1,0.0,1.061,0.00046,0.0,0.00070,13648.6,2.0,3.3,7706.112,3.636,11101.429,0.051,0.043,9.748,5452.269,1.876,4.173,46.393,0.964,3.483,0.662,0.992,0.03305,0.00094,
28820.00,972.147,-3.341,-1.624,0.009658,23.8,3448.5,10476.2,23.754,0.000,0.024,0.000,1.956,3617,0.3469,0.6514,0.0073,1,0.0,1.061,0.00046,0.0,0.00070,13648.6,2.0,3.3,7706.112,3.636,11101.429,0.051,0.043,9.748,5452.269,1.876,4.173,46.393,0.964,3.483,0.662,0.992,0.03305,0.00094,
0.00,9405.822,5.224,18.958,0.008200,161.1,5680.7,15000.0,161.103,4.583,0.017,1.987,0.869,3369,0.3530,0.6672,0.0084,1,0.0,1.001,0.00048,0.0,0.00078,13642.5,1.8,3.5,7534.168,3.680,11063.974,0.049,0.047,10.380,5962.491,2.042,3.926,40.562,0.960,3.578,0.471,0.864,0.03104,0.00092,
28800.00,5724.618,-0.795,7.531,0.008538,96.3,4250.6,11868.0,96.270,0.813,0.017,0.831,0.975,3369,0.3530,0.6672,0.0084,1,0.0,1.001,0.00048,0.0,0.00078,13642.5,1.8,3.5,7534.168,3.680,11063.974,0.049,0.047,10.380,5962.491,2.042,3.926,40.562,0.960,3.578,0.471,0.864,0.03104,0.00092,
28805.00,4572.904,-1.426,5.803,0.008568,95.3,4045.9,11518.9,95.274,0.755,0.021,0.780,1.000,3369,0.3530,0.6672,0.0084,1,0.0,1.001,0.00048,0.0,0.00078,13642.5,1.8,3.5,7534.168,3.680,11063.974,0.049,0.047,10.380,5962.491,2.042,3.926,40.562,0.960,3.578,0.471,0.864,0.03104,0.00092,
28810.00,3788.206,-2.084,4.258,0.009164,91.1,3833.3,11170.2,91.131,0.458,0.024,0.565,1.194,3369,0.3530,0.6672,0.0084,1,0.0,1.001,0.00048,0.0,0.00078,13642.5,1.8,3.5,7534.168,3.680,11063.974,0.049,0.047,10.380,5962.491,2.042,3.926,40.562,0.960,3.578,0.471,0.864,0.03104,0.00092,
28815.00,2808.869,-2.722,2.554,0.010389,86.1,3614.4,10822.9,86.117,0.187,0.031,0.334,1.607,3369,0.3530,0.6672,0.0084,1,0.0,1.001,0.00048,0.0,0.00078,13642.5,1.8,3.5,7534.168,3.680,11063.974,0.049,0.047,10.380,5962.491,2.042,3.926,40.562,0.960,3.578,0.471,0.864,0.03104,0.00092,
28820.00,1806.364,-3.100,0.241,0.011037,55.3,3390.5,10476.9,55.252,0.000,0.031,0.000,1.824,3369,0.3530,0.6672,0.0084,1,0.0,1.001,0.00048,0.0,0.00078,13642.5,1.8,3.5,7534.168,3.680,11063.974,0.049,0.047,10.380,5962.491,2.042,3.926,40.562,0.960,3.578,0.471,0.864,0.03104,0.00092,
0.00,9142.208,-0.350,13.700,0.005709,156.6,5767.7,15000.0,156.588,3.542,0.017,1.873,1.089,3368,0.3491,0.6370,0.0056,1,0.0,0.091,0.00046,0.0,0.00076,13636.4,1.8,3.5,7802.191,3.724,11339.005,0.050,0.052,11.011,4913.512,1.916,3.678,34.731,1.028,3.419,0.621,1.066,0.03646,0.00091,
28800.00,4543.274,-2.155,5.079,0.005812,84.5,4242.1,11885.4,84.497,0.198,0.019,1.322,1.138,3368,0.3491,0.6370,0.0056,1,0.0,0.091,0.00046,0.0,0.00076,13636.4,1.8,3.5,7802.191,3.724,11339.005,0.050,0.052,11.011,4913.512,1.916,3.678,34.731,1.028,3.419,0.621,1.066,0.03646,0.00091,
28805.00,3792.144,-2.434,3.887,0.005913,79.5,4025.5,11534.9,79.484,0.000,0.021,1.121,1.186,3368,0.3491,0.6370,0.0056,1,0.0,0.091,0.00046,0.0,0.00076,13636.4,1.8,3.5,7802.191,3.724,11339.005,0.050,0.052,11.011,4913.512,1.916,3.678,34.731,1.028,3.419,0.621,1.066,0.03646,0.00091,
28810.00,2891.460,-2.764,2.645,0.006098,75.1,3802.0,11185.3,75.055,0.000,0.026,0.906,1.287,3368,0.3491,0.6370,0.0056,1,0.0,0.091,0.00046,0.0,0.00076,13636.4,1.8,3.5,7802.191,3.724,11339.005,0.050,0.052,11.011,4913.512,1.916,3.678,34.731,1.028,3.419,0.621,1.066,0.03646,0.00091,
28815.00,2141.029,-3.123,1.382,0.006775,69.1,3572.1,10835.8,69.071,0.000,0.032,0.584,1.633,3368,0.3491,0.6370,0.0056,1,0.0,0.091,0.00046,0.0,0.00076,13636.4,1.8,3.5,7802.191,3.724,11339.005,0.050,0.052,11.011,4913.512,1.916,3.678,34.731,1.028,3.419,0.621,1.066,0.03646,0.00091,
28820.00,1469.617,-3.399,-0.239,0.007677,49.8,3337.1,10486.2,49.776,0.000,0.034,0.011,2.094,3368,0.3491,0.6370,0.0056,1,0.0,0.091,0.00046,0.0,0.00076,13636.4,1.8,3.5,7802.191,3.724,11339.005,0.050,0.052,11.011,4913.512,1.916,3.678,34.731,1.028,3.419,0.621,1.066,0.03646,0.00091,
0.00,11481.043,-0.332,17.170,0.007569,196.6,5691.0,15000.0,196.648,4.375,0.017,1.889,1.385,3422,0.3470,0.6943,0.0064,1,0.0,0.890,0.00050,0.0,0.00064,15009.9,1.8,3.6,7623.734,3.591,11103.734,0.052,0.045,11.318,5228.603,1.931,3.141,40.574,0.992,3.595,0.532,1.375,0.03512,0.00092,
28800.00,4974.205,-2.269,6.073,0.007703,108.0,4210.9,11772.9,107.959,1.005,0.022,1.062,1.451,3422,0.3470,0.6943,0.0064,1,0.0,0.890,0.00050,0.0,0.00064,15009.9,1.8,3.6,7623.734,3.591,11103.734,0.052,0.045,11.318,5228.603,1.931,3.141,40.574,0.992,3.595,0.532,1.375,0.03512,0.00092,
28805.00,3837.811,-2.600,4.595,0.007884,102.1,4005.3,11422.3,102.090,0.752,0.027,0.842,1.534,3422,0.3470,0.6943,0.0064,1,0.0,0.890,0.00050,0.0,0.00064,15009.9,1.8,3.6,7623.734,3.591,11103.734,0.052,0.045,11.318,5228.603,1.931,3.141,40.574,0.992,3.595,0.532,1.375,0.03512,0.00092,
28810.00,2910.553,-2.941,3.147,0.008493,95.6,3792.9,11073.0,95.619,0.451,0.033,0.576,1.799,3422,0.3470,0.6943,0.0064,1,0.0,0.890,0.00050,0.0,0.00064,15009.9,1.8,3.6,7623.734,3.591,11103.734,0.052,0.045,11.318,5228.603,1.931,3.141,40.574,0.992,3.595,0.532,1.375,0.03512,0.00092,
28815.00,2178.176,-3.244,1.487,0.009762,77.1,3574.8,10725.2,77.053,0.000,0.035,0.045,2.366,3422,0.3470,0.6943,0.0064,1,0.0,0.890,0.00050,0.0,0.00064,15009.9,1.8,3.6,7623.734,3.591,11103.734,0.052,0.045,11.318,5228.603,1.931,3.141,40.574,0.992,3.595,0.532,1.375,0.03512,0.00092,
28820.00,1269.856,-3.446,-0.681,0.009762,44.8,3352.6,10379.7,44.809,0.000,0.035,0.000,2.366,3422,0.3470,0.6943,0.0064,1,0.0,0.890,0.00050,0.0,0.00064,15009.9,1.8,3.6,7623.734,3.591,11103.734,0.052,0.045,11.318,5228.603,1.931,3.141,40.574,0.992,3.595,0.532,1.375,0.03512,0.00092,
0.00,8594.522,1.217,14.658,0.007535,147.2,5615.0,15000.0,147.207,3.547,0.017,1.701,0.933,3670,0.3480,0.6641,0.0076,1,0.0,0.406,0.00048,0.0,0.00082,15003.8,1.9,3.5,7671.773,3.635,11378.765,0.050,0.043,11.949,6518.424,1.805,3.965,43.071,0.988,3.691,0.568,0.916,0.03683,0.00093,
28800.00,5822.794,-1.227,7.557,0.007980,89.8,4616.6,12747.3,89.832,0.440,0.015,0.820,1.119,3670,0.3480,0.6641,0.0076,1,0.0,0.406,0.00048,0.0,0.00082,15003.8,1.9,3.5,7671.773,3.635,11378.765,0.050,0.043,11.949,6518.424,1.805,3.965,43.071,0.988,3.691,0.568,0.916,0.03683,0.00093,
28805.00,5132.961,-1.708,6.313,0.008317,86.8,4428.6,12397.1,86.781,0.272,0.017,0.686,1.245,3670,0.3480,0.6641,0.0076,1,0.0,0.406,0.00048,0.0,0.00082,15003.8,1.9,3.5,7671.773,3.635,11378.765,0.050,0.043,11.949,6518.424,1.805,3.965,43.071,0.988,3.691,0.568,0.916,0.03683,0.00093,
28810.00,4218.202,-2.159,4.894,0.008690,84.6,4232.7,12047.8,84.582,0.165,0.020,0.589,1.377,3670,0.3480,0.6641,0.0076,1,0.0,0.406,0.00048,0.0,0.00082,15003.8,1.9,3.5,7671.773,3.635,11378.765,0.050,0.043,11.949,6518.424,1.805,3.965,43.071,0.988,3.691,0.568,0.916,0.03683,0.00093,
28815.00,3423.608,-2.620,3.474,0.009660,79.2,4029.2,11699.0,79.204,0.000,0.023,0.367,1.741,3670,0.3480,0.6641,0.0076,1,0.0,0.406,0.00048,0.0,0.00082,15003.8,1.9,3.5,7671.773,3.635,11378.765,0.050,0.043,11.949,6518.424,1.805,3.965,43.071,0.988,3.691,0.568,0.916,0.03683,0.00093,
28820.00,2528.747,-2.908,1.504,0.010082,58.9,3818.8,11351.0,58.918,0.000,0.023,0.006,1.904,3670,0.3480,0.6641,0.0076,1,0.0,0.406,0.00048,0.0,0.00082,15003.8,1.9,3.5,7671.773,3.635,11378.765,0.050,0.043,11.949,6518.424,1.805,3.965,43.071,0.988,3.691,0.568,0.916,0.03683,0.00093,
0.00,7633.375,1.500,13.128,0.006186,130.7,5791.6,15000.0,130.745,3.454,0.017,1.805,0.802,3669,0.3491,0.6339,0.0068,1,0.0,0.770,0.00046,0.0,0.00060,13105.8,1.8,3.2,7719.813,3.576,11028.824,0.054,0.041,11.074,6249.046,1.972,3.718,37.240,0.985,3.276,0.491,0.788,0.03482,0.00092,
28800.00,6209.345,-0.261,8.663,0.006267,93.1,5051.5,13183.8,93.137,0.857,0.015,1.210,0.837,3669,0.3491,0.6339,0.0068,1,0.0,0.770,0.00046,0.0,0.00060,13105.8,1.8,3.2,7719.813,3.576,11028.824,0.054,0.041,11.074,6249.046,1.972,3.718,37.240,0.985,3.276,0.491,0.788,0.03482,0.00092,
28805.00,5673.700,-0.705,7.635,0.006301,90.4,4880.9,12833.3,90.353,0.664,0.016,1.088,0.856,3669,0.3491,0.6339,0.0068,1,0.0,0.770,0.00046,0.0,0.00060,13105.8,1.8,3.2,7719.813,3.576,11028.824,0.054,0.041,11.074,6249.046,1.972,3.718,37.240,0.985,3.276,0.491,0.788,0.03482,0.00092,
28810.00,5163.107,-1.162,6.611,0.006404,87.5,4701.5,12483.8,87.501,0.458,0.017,0.951,0.889,3669,0.3491,0.6339,0.0068,1,0.0,0.770,0.00046,0.0,0.00060,13105.8,1.8,3.2,7719.813,3.576,11028.824,0.054,0.041,11.074,6249.046,1.972,3.718,37.240,0.985,3.276,0.491,0.788,0.03482,0.00092,
28815.00,4458.631,-1.618,5.491,0.006504,84.9,4513.5,12135.4,84.892,0.285,0.019,0.817,0.944,3669,0.3491,0.6339,0.0068,1,0.0,0.770,0.00046,0.0,0.00060,13105.8,1.8,3.2,7719.813,3.576,11028.824,0.054,0.041,11.074,6249.046,1.972,3.718,37.240,0.985,3.276,0.491,0.788,0.03482,0.00092,
28820.00,3871.541,-2.057,4.386,0.006769,82.2,4317.1,11787.8,82.159,0.112,0.021,0.674,1.046,3669,0.3491,0.6339,0.0068,1,0.0,0.770,0.00046,0.0,0.00060,13105.8,1.8,3.2,7719.813,3.576,11028.824,0.054,0.041,11.074,6249.046,1.972,3.718,37.240,0.985,3.276,0.491,0.788,0.03482,0.00092,
0.00,11697.064,1.841,19.898,0.008101,200.3,5877.4,15000.0,200.348,6.302,0.017,1.821,0.996,3421,0.3502,0.6726,0.0079,1,0.0,0.285,0.00048,0.0,0.00068,14991.6,1.7,3.4,7987.837,3.620,11303.855,0.052,0.052,10.199,5979.668,1.846,4.006,48.064,0.981,3.372,0.414,0.990,0.03653,0.00092,
28800.00,5368.583,-2.055,6.073,0.008513,87.7,4134.5,11525.9,87.655,0.349,0.016,0.671,1.151,3421,0.3502,0.6726,0.0079,1,0.0,0.285,0.00048,0.0,0.00068,14991.6,1.7,3.4,7987.837,3.620,11303.855,0.052,0.052,10.199,5979.668,1.846,4.006,48.064,0.981,3.372,0.414,0.990,0.03653,0.00092,
28805.00,3825.222,-2.534,4.201,0.008567,87.2,3911.4,11175.6,87.221,0.324,0.023,0.653,1.164,3421,0.3502,0.6726,0.0079,1,0.0,0.285,0.00048,0.0,0.00068,14991.6,1.7,3.4,7987.837,3.620,11303.855,0.052,0.052,10.199,5979.668,1.846,4.006,48.064,0.981,3.372,0.414,0.990,0.03653,0.00092,
28810.00,2970.647,-3.033,2.565,0.009834,79.2,3681.9,10825.4,79.245,0.000,0.027,0.347,1.621,3421,0.3502,0.6726,0.0079,1,0.0,0.285,0.00048,0.0,0.00068,14991.6,1.7,3.4,7987.837,3.620,11303.855,0.052,0.052,10.199,5979.668,1.846,4.006,48.064,0.981,3.372,0.414,0.990,0.03653,0.00092,
28815.00,1886.639,-3.369,0.291,0.010807,52.8,3448.1,10476.9,52.777,0.000,0.028,0.001,1.971,3421,0.3502,0.6726,0.0079,1,0.0,0.285,0.00048,0.0,0.00068,14991.6,1.7,3.4,7987.837,3.620,11303.855,0.052,0.052,10.199,5979.668,1.846,4.006,48.064,0.981,3.372,0.414,0.990,0.03653,0.00092,
28820.00,685.500,-3.666,-2.279,0.010807,19.1,3210.3,10128.3,19.131,0.000,0.028,0.000,1.971,3421,0.3502,0.6726,0.0079,1,0.0,0.285,0.00048,0.0,0.00068,14991.6,1.7,3.4,7987.837,3.620,11303.855,0.052,0.052,10.199,5979.668,1.846,4.006,48.064,0.981,3.372,0.414,0.990,0.03653,0.00092,
0.00,7418.158,0.281,12.023,0.005793,127.1,5743.6,15000.0,127.058,2.512,0.017,1.642,0.869,3668,0.3512,0.6424,0.0061,1,0.0,1.073,0.00049,0.0,0.00076,13093.6,1.9,3.4,7815.893,3.562,11266.400,0.046,0.050,9.324,4930.690,2.012,3.223,42.233,0.978,3.722,0.450,0.862,0.03823,0.00092,
28800.00,4827.731,-1.480,6.793,0.005944,100.2,4811.2,12858.4,100.153,0.996,0.021,0.855,0.944,3668,0.3512,0.6424,0.0061,1,0.0,1.073,0.00049,0.0,0.00076,13093.6,1.9,3.4,7815.893,3.562,11266.400,0.046,0.050,9.324,4930.690,2.012,3.223,42.233,0.978,3.722,0.450,0.862,0.03823,0.00092,
28805.00,4089.083,-1.843,5.756,0.006000,98.5,4627.7,12508.8,98.457,0.887,0.024,0.785,0.971,3668,0.3512,0.6424,0.0061,1,0.0,1.073,0.00049,0.0,0.00076,13093.6,1.9,3.4,7815.893,3.562,11266.400,0.046,0.050,9.324,4930.690,2.012,3.223,42.233,0.978,3.722,0.450,0.862,0.03823,0.00092,
28810.00,3574.544,-2.194,4.787,0.006238,94.9,4435.8,12159.8,94.872,0.641,0.027,0.634,1.075,3668,0.3512,0.6424,0.0061,1,0.0,1.073,0.00049,0.0,0.00076,13093.6,1.9,3.4,7815.893,3.562,11266.400,0.046,0.050,9.324,4930.690,2.012,3.223,42.233,0.978,3.722,0.450,0.862,0.03823,0.00092,
28815.00,2892.938,-2.535,3.681,0.006481,92.6,4236.2,11811.9,92.633,0.493,0.032,0.542,1.188,3668,0.3512,0.6424,0.0061,1,0.0,1.073,0.00049,0.0,0.00076,13093.6,1.9,3.4,7815.893,3.562,11266.400,0.046,0.050,9.324,4930.690,2.012,3.223,42.233,0.978,3.722,0.450,0.862,0.03823,0.00092,
28820.00,2317.239,-2.910,2.607,0.007219,88.1,4029.4,11464.8,88.076,0.244,0.038,0.365,1.532,3668,0.3512,0.6424,0.0061,1,0.0,1.073,0.00049,0.0,0.00076,13093.6,1.9,3.4,7815.893,3.562,11266.400,0.046,0.050,9.324,4930.690,2.012,3.223,42.233,0.978,3.722,0.450,0.862,0.03823,0.00092,
0.00,9639.091,3.503,18.358,0.006486,165.1,6250.5,15000.0,165.099,5.401,0.017,1.861,0.750,3420,0.3424,0.6352,0.0073,1,0.0,0.588,0.00047,0.0,0.00084,14979.4,2.0,3.3,8303.900,3.503,10916.460,0.048,0.055,9.955,5440.912,1.886,4.047,36.402,0.974,3.563,0.600,0.733,0.03622,0.00092,
28800.00,5145.540,-1.442,6.497,0.006826,88.3,4372.0,11252.2,88.253,0.443,0.017,0.979,0.878,3420,0.3424,0.6352,0.0073,1,0.0,0.588,0.00047,0.0,0.00084,14979.4,2.0,3.3,8303.900,3.503,10916.460,0.048,0.055,9.955,5440.912,1.886,4.047,36.402,0.974,3.563,0.600,0.733,0.03622,0.00092,
28805.00,3946.207,-1.913,4.935,0.006828,87.5,4142.9,10902.9,87.525,0.404,0.022,0.942,0.896,3420,0.3424,0.6352,0.0073,1,0.0,0.588,0.00047,0.0,0.00084,14979.4,2.0,3.3,8303.900,3.503,10916.460,0.048,0.055,9.955,5440.912,1.886,4.047,36.402,0.974,3.563,0.600,0.733,0.03622,0.00092,
28810.00,3303.110,-2.442,3.640,0.007485,82.2,3906.6,10553.9,82.194,0.091,0.025,0.651,1.151,3420,0.3424,0.6352,0.0073,1,0.0,0.588,0.00047,0.0,0.00084,14979.4,2.0,3.3,8303.900,3.503,10916.460,0.048,0.055,9.955,5440.912,1.886,4.047,36.402,0.974,3.563,0.600,0.733,0.03622,0.00092,
28815.00,2352.961,-2.923,2.062,0.008421,77.4,3665.1,10206.3,77.377,0.000,0.033,0.398,1.524,3420,0.3424,0.6352,0.0073,1,0.0,0.588,0.00047,0.0,0.00084,14979.4,2.0,3.3,8303.900,3.503,10916.460,0.048,0.055,9.955,5440.912,1.886,4.047,36.402,0.974,3.563,0.600,0.733,0.03622,0.00092,
28820.00,1547.521,-3.198,-0.011,0.008870,50.8,3419.0,9859.3,50.771,0.000,0.033,0.000,1.708,3420,0.3424,0.6352,0.0073,1,0.0,0.588,0.00047,0.0,0.00084,14979.4,2.0,3.3,8303.900,3.503,10916.460,0.048,0.055,9.955,5440.912,1.886,4.047,36.402,0.974,3.563,0.600,0.733,0.03622,0.00092,
0.00,9250.401,2.526,17.197,0.007143,158.4,5827.3,15000.0,158.441,4.073,0.017,2.252,0.940,3420,0.3533,0.6280,0.0074,1,0.0,0.953,0.00045,0.0,0.00062,13081.4,1.6,3.3,7691.988,3.547,10879.005,0.049,0.046,9.080,5171.533,2.345,4.335,47.226,1.042,3.658,0.523,0.935,0.03793,0.00094,
28800.00,4910.557,-1.975,6.527,0.007830,101.8,4253.3,11551.0,101.764,0.884,0.021,0.700,1.201,3420,0.3533,0.6280,0.0074,1,0.0,0.953,0.00045,0.0,0.00062,13081.4,1.6,3.3,7691.988,3.547,10879.005,0.049,0.046,9.080,5171.533,2.345,4.335,47.226,1.042,3.658,0.523,0.935,0.03793,0.00094,
28805.00,3385.039,-2.423,4.751,0.007599,103.7,4045.0,11201.3,103.669,1.038,0.031,0.807,1.112,3420,0.3533,0.6280,0.0074,1,0.0,0.953,0.00045,0.0,0.00062,13081.4,1.6,3.3,7691.988,3.547,10879.005,0.049,0.046,9.080,5171.533,2.345,4.335,47.226,1.042,3.658,0.523,0.935,0.03793,0.00094,
28810.00,2949.552,-2.896,3.583,0.008769,97.3,3828.3,10850.9,97.259,0.541,0.033,0.468,1.560,3420,0.3533,0.6280,0.0074,1,0.0,0.953,0.00045,0.0,0.00062,13081.4,1.6,3.3,7691.988,3.547,10879.005,0.049,0.046,9.080,5171.533,2.345,4.335,47.226,1.042,3.658,0.523,0.935,0.03793,0.00094,
28815.00,2121.240,-3.254,1.840,0.009865,81.1,3606.3,10502.9,81.052,0.026,0.038,0.036,1.977,3420,0.3533,0.6280,0.0074,1,0.0,0.953,0.00045,0.0,0.00062,13081.4,1.6,3.3,7691.988,3.547,10879.005,0.049,0.046,9.080,5171.533,2.345,4.335,47.226,1.042,3.658,0.523,0.935,0.03793,0.00094,
28820.00,1286.516,-3.462,-0.390,0.009865,49.0,3380.2,10157.6,49.047,0.000,0.038,0.000,1.977,3420,0.3533,0.6280,0.0074,1,0.0,0.953,0.00045,0.0,0.00062,13081.4,1.6,3.3,7691.988,3.547,10879.005,0.049,0.046,9.080,5171.533,2.345,4.335,47.226,1.042,3.658,0.523,0.935,0.03793,0.00094,
0.00,8520.502,3.316,16.475,0.007056,145.9,5754.4,15000.0,145.939,4.062,0.017,2.113,0.814,3419,0.3495,0.6438,0.0076,1,0.0,0.892,0.00050,0.0,0.00060,13075.3,2.0,3.2,7740.028,3.592,11154.036,0.050,0.044,9.711,5681.755,2.219,4.088,41.395,1.039,3.754,0.559,0.807,0.03592,0.00094,
28800.00,5457.580,-0.892,7.696,0.007297,96.4,4474.1,12175.6,96.437,0.911,0.018,1.037,0.900,3419,0.3495,0.6438,0.0076,1,0.0,0.892,0.00050,0.0,0.00060,13075.3,2.0,3.2,7740.028,3.592,11154.036,0.050,0.044,9.711,5681.755,2.219,4.088,41.395,1.039,3.754,0.559,0.807,0.03592,0.00094,
