Roster

  System.X
  CardiacOutput.CO
  CardiacOutput.RAP
  CardiacOutput.MCFP
  CardiacOutput.Slope
  FluidVolumes.AP
  FluidVolumes.BV
  FluidVolumes.ECFV
  FluidVolumes.RPP
  FluidVolumes.UO
  FlowAutoregulation.TPR
  BaroreceptorReflex.AFFNA
  BaroreceptorReflex.SYMEnd
  CardiacOutput.V0
  CardiacOutput.slope_a
  CardiacOutput.slope_b
  CardiacOutput.SlopeB
  CardiacOutput.HSBasic
  FluidVolumes.RDrop
  FluidVolumes.Intake
  FlowAutoregulation.KAUTO
  BaroreceptorReflex.CDROP
  BaroreceptorReflex.KBARO
  CardiacOutput.StarlingA
  CardiacOutput.Starlingm
  CardiacOutput.StarlingS
  FluidVolumes.FluidA
  FluidVolumes.Fluidm
  FluidVolumes.FluidS
  FluidVolumes.Urinem
  FlowAutoregulation.AutoA
  FlowAutoregulation.Autom
  FlowAutoregulation.AutoS
  BaroreceptorReflex.AffNaA
  BaroreceptorReflex.AffNam
  BaroreceptorReflex.AffNaS
  BaroreceptorReflex.SympsA
  BaroreceptorReflex.Sympsm
  BaroreceptorReflex.SympsS
  BaroreceptorReflex.SympsB
  CardiacOutput.RVRa
  CardiacOutput.RVRb
28820.00,4155.344,-0.979,5.768,0.006818,85.4,4328.0,11600.4,85.361,0.252,0.021,0.762,1.085,3482,0.3501,0.6278,0.0068,1,0.0,0.890,0.00045,0.0,0.00064,10937.7,1.9,3.2,7923.095,3.679,11030.004,0.051,0.034,11.514,5819.504,1.731,3.849,32.339,0.935,3.234,0.506,0.888,0.03267,0.00093,
0.00,8931.667,2.596,15.745,0.006378,153.0,5949.9,15000.0,152.982,4.526,0.017,1.785,0.787,3481,0.3511,0.6436,0.0069,1,0.0,0.829,0.00054,0.0,0.00072,14715.3,1.9,3.4,7751.151,3.518,10680.064,0.049,0.045,12.146,6329.726,1.897,3.601,43.163,1.002,3.585,0.656,0.760,0.03066,0.00095,
28800.00,6030.913,-1.311,7.426,0.007040,98.6,4536.2,11778.3,98.564,0.855,0.016,0.842,1.051,3481,0.3511,0.6436,0.0069,1,0.0,0.829,0.00054,0.0,0.00072,14715.3,1.9,3.4,7751.151,3.518,10680.064,0.049,0.045,12.146,6329.726,1.897,3.601,43.163,1.002,3.585,0.656,0.760,0.03066,0.00095,
28805.00,4704.347,-1.694,5.878,0.006887,100.1,4334.9,11428.1,100.079,0.984,0.021,0.904,1.001,3481,0.3511,0.6436,0.0069,1,0.0,0.829,0.00054,0.0,0.00072,14715.3,1.9,3.4,7751.151,3.518,10680.064,0.049,0.045,12.146,6329.726,1.897,3.601,43.163,1.002,3.585,0.656,0.760,0.03066,0.00095,
28810.00,4413.661,-2.186,4.900,0.007623,93.6,4124.2,11077.4,93.619,0.512,0.021,0.631,1.296,3481,0.3511,0.6436,0.0069,1,0.0,0.829,0.00054,0.0,0.00072,14715.3,1.9,3.4,7751.151,3.518,10680.064,0.049,0.045,12.146,6329.726,1.897,3.601,43.163,1.002,3.585,0.656,0.760,0.03066,0.00095,
28815.00,3225.353,-2.583,3.331,0.007832,92.2,3906.7,10729.0,92.215,0.430,0.029,0.573,1.381,3481,0.3511,0.6436,0.0069,1,0.0,0.829,0.00054,0.0,0.00072,14715.3,1.9,3.4,7751.151,3.518,10680.064,0.049,0.045,12.146,6329.726,1.897,3.601,43.163,1.002,3.585,0.656,0.760,0.03066,0.00095,
28820.00,2559.399,-2.937,1.758,0.008761,74.0,3682.1,10380.9,73.998,0.000,0.029,0.052,1.762,3481,0.3511,0.6436,0.0069,1,0.0,0.829,0.00054,0.0,0.00072,14715.3,1.9,3.4,7751.151,3.518,10680.064,0.049,0.045,12.146,6329.726,1.897,3.601,43.163,1.002,3.585,0.656,0.760,0.03066,0.00095,
0.00,8724.808,1.843,15.325,0.005546,149.4,6244.1,15000.0,149.439,5.049,0.017,2.308,0.637,3481,0.3522,0.6823,0.0061,1,0.0,1.194,0.00055,0.0,0.00060,16601.1,2.0,3.4,8019.175,3.665,10642.609,0.046,0.050,11.271,6060.348,2.356,4.426,37.332,0.928,3.680,0.579,0.632,0.03608,0.00094,
28800.00,6023.136,-0.678,8.551,0.005609,97.8,5005.6,12222.9,97.792,1.238,0.016,1.411,0.665,3481,0.3522,0.6823,0.0061,1,0.0,1.194,0.00055,0.0,0.00060,16601.1,2.0,3.4,8019.175,3.665,10642.609,0.046,0.050,11.271,6060.348,2.356,4.426,37.332,0.928,3.680,0.579,0.632,0.03608,0.00094,
28805.00,5410.655,-1.064,7.458,0.005643,95.8,4802.7,11872.7,95.787,1.072,0.018,1.282,0.679,3481,0.3522,0.6823,0.0061,1,0.0,1.194,0.00055,0.0,0.00060,16601.1,2.0,3.4,8019.175,3.665,10642.609,0.046,0.050,11.271,6060.348,2.356,4.426,37.332,0.928,3.680,0.579,0.632,0.03608,0.00094,
28810.00,4714.574,-1.492,6.340,0.005719,92.9,4589.7,11523.3,92.851,0.830,0.020,1.078,0.717,3481,0.3522,0.6823,0.0061,1,0.0,1.194,0.00055,0.0,0.00060,16601.1,2.0,3.4,8019.175,3.665,10642.609,0.046,0.050,11.271,6060.348,2.356,4.426,37.332,0.928,3.680,0.579,0.632,0.03608,0.00094,
28815.00,4086.135,-1.904,5.211,0.005878,90.2,4367.4,11175.1,90.232,0.599,0.022,0.888,0.791,3481,0.3522,0.6823,0.0061,1,0.0,1.194,0.00055,0.0,0.00060,16601.1,2.0,3.4,8019.175,3.665,10642.609,0.046,0.050,11.271,6060.348,2.356,4.426,37.332,0.928,3.680,0.579,0.632,0.03608,0.00094,
28820.00,3333.936,-2.323,4.011,0.006119,88.1,4136.5,10828.1,88.144,0.418,0.026,0.737,0.902,3481,0.3522,0.6823,0.0061,1,0.0,1.194,0.00055,0.0,0.00060,16601.1,2.0,3.4,8019.175,3.665,10642.609,0.046,0.050,11.271,6060.348,2.356,4.426,37.332,0.928,3.680,0.579,0.632,0.03608,0.00094,
0.00,8272.337,1.468,14.106,0.005957,141.7,5848.5,15000.0,141.689,3.763,0.017,2.208,0.839,3481,0.3533,0.6521,0.0063,1,0.0,1.133,0.00046,0.0,0.00068,12811.2,1.9,3.3,7847.231,3.709,11230.126,0.051,0.041,10.395,5011.370,2.230,3.642,23.173,0.924,3.521,0.502,0.834,0.03408,0.00094,
28800.00,5265.067,-0.973,7.267,0.005972,96.3,4697.2,12507.4,96.298,0.986,0.018,1.930,0.842,3481,0.3533,0.6521,0.0063,1,0.0,1.133,0.00046,0.0,0.00068,12811.2,1.9,3.3,7847.231,3.709,11230.126,0.051,0.041,10.395,5011.370,2.230,3.642,23.173,0.924,3.521,0.502,0.834,0.03408,0.00094,
28805.00,4694.455,-1.274,6.072,0.005972,85.9,4497.3,12158.1,85.900,0.357,0.018,1.500,0.853,3481,0.3533,0.6521,0.0063,1,0.0,1.133,0.00046,0.0,0.00068,12811.2,1.9,3.3,7847.231,3.709,11230.126,0.051,0.041,10.395,5011.370,2.230,3.642,23.173,0.924,3.521,0.502,0.834,0.03408,0.00094,
28810.00,4030.218,-1.660,4.885,0.006033,83.0,4290.2,11812.0,82.955,0.173,0.021,1.294,0.865,3481,0.3533,0.6521,0.0063,1,0.0,1.133,0.00046,0.0,0.00068,12811.2,1.9,3.3,7847.231,3.709,11230.126,0.051,0.041,10.395,5011.370,2.230,3.642,23.173,0.924,3.521,0.502,0.834,0.03408,0.00094,
28815.00,3163.434,-2.103,3.639,0.006117,79.4,4075.3,11466.8,79.437,0.000,0.025,0.997,0.909,3481,0.3533,0.6521,0.0063,1,0.0,1.133,0.00046,0.0,0.00068,12811.2,1.9,3.3,7847.231,3.709,11230.126,0.051,0.041,10.395,5011.370,2.230,3.642,23.173,0.924,3.521,0.502,0.834,0.03408,0.00094,
28820.00,2536.697,-2.554,2.441,0.006545,75.7,3853.5,11122.5,75.661,0.000,0.030,0.649,1.099,3481,0.3533,0.6521,0.0063,1,0.0,1.133,0.00046,0.0,0.00068,12811.2,1.9,3.3,7847.231,3.709,11230.126,0.051,0.041,10.395,5011.370,2.230,3.642,23.173,0.924,3.521,0.502,0.834,0.03408,0.00094,
0.00,13852.358,0.624,21.914,0.008197,237.3,5905.9,15000.0,237.263,5.593,0.017,1.805,1.375,3232,0.3494,0.6219,0.0074,1,0.0,1.497,0.00048,0.0,0.00076,14697.0,2.0,3.3,7675.287,3.754,10880.185,0.049,0.046,9.520,5521.591,1.812,3.931,42.325,1.063,3.871,0.538,1.365,0.03578,0.00093,
28800.00,5111.165,-2.329,6.925,0.008882,126.2,4012.1,11147.2,126.157,1.377,0.025,0.713,1.634,3232,0.3494,0.6219,0.0074,1,0.0,1.497,0.00048,0.0,0.00076,14697.0,2.0,3.3,7675.287,3.754,10880.185,0.049,0.046,9.520,5521.591,1.812,3.931,42.325,1.063,3.871,0.538,1.365,0.03578,0.00093,
28805.00,3688.628,-2.705,5.133,0.009326,123.4,3782.9,10797.8,123.384,1.172,0.033,0.589,1.805,3232,0.3494,0.6219,0.0074,1,0.0,1.497,0.00048,0.0,0.00076,14697.0,2.0,3.3,7675.287,3.754,10880.185,0.049,0.046,9.520,5521.591,1.812,3.931,42.325,1.063,3.871,0.538,1.365,0.03578,0.00093,
28810.00,2965.513,-3.026,3.442,0.010935,103.6,3547.2,10449.4,103.646,0.476,0.035,0.034,2.428,3232,0.3494,0.6219,0.0074,1,0.0,1.497,0.00048,0.0,0.00076,14697.0,2.0,3.3,7675.287,3.754,10880.185,0.049,0.046,9.520,5521.591,1.812,3.931,42.325,1.063,3.871,0.538,1.365,0.03578,0.00093,
28815.00,1862.230,-3.240,0.830,0.010935,64.9,3308.3,10104.5,64.931,0.000,0.035,0.000,2.428,3232,0.3494,0.6219,0.0074,1,0.0,1.497,0.00048,0.0,0.00076,14697.0,2.0,3.3,7675.287,3.754,10880.185,0.049,0.046,9.520,5521.591,1.812,3.931,42.325,1.063,3.871,0.538,1.365,0.03578,0.00093,
28820.00,783.835,-3.513,-1.808,0.010935,27.3,3067.2,9762.0,27.265,0.000,0.035,0.000,2.428,3232,0.3494,0.6219,0.0074,1,0.0,1.497,0.00048,0.0,0.00076,14697.0,2.0,3.3,7675.287,3.754,10880.185,0.049,0.046,9.520,5521.591,1.812,3.931,42.325,1.063,3.871,0.538,1.365,0.03578,0.00093,
0.00,9054.792,0.742,14.976,0.007435,155.1,5741.5,15000.0,155.091,4.100,0.017,1.956,0.918,3727,0.3455,0.6607,0.0076,1,0.0,1.012,0.00049,0.0,0.00064,12799.0,2.0,3.2,7723.327,3.592,11155.216,0.050,0.044,8.645,6031.813,1.978,3.683,28.166,1.059,3.712,0.575,0.907,0.03749,0.00093,
28800.00,5903.972,-1.186,8.037,0.007485,100.9,4801.0,12808.6,100.934,1.120,0.017,1.626,0.929,3727,0.3455,0.6607,0.0076,1,0.0,1.012,0.00049,0.0,0.00064,12799.0,2.0,3.2,7723.327,3.592,11155.216,0.050,0.044,8.645,6031.813,1.978,3.683,28.166,1.059,3.712,0.575,0.907,0.03749,0.00093,
28805.00,5177.729,-1.538,6.721,0.007547,91.9,4617.9,12458.1,91.874,0.620,0.018,1.300,0.956,3727,0.3455,0.6607,0.0076,1,0.0,1.012,0.00049,0.0,0.00064,12799.0,2.0,3.2,7723.327,3.592,11155.216,0.050,0.044,8.645,6031.813,1.978,3.683,28.166,1.059,3.712,0.575,0.907,0.03749,0.00093,
28810.00,4238.721,-1.939,5.339,0.007628,88.9,4427.2,12110.0,88.861,0.448,0.021,1.140,0.984,3727,0.3455,0.6607,0.0076,1,0.0,1.012,0.00049,0.0,0.00064,12799.0,2.0,3.2,7723.327,3.592,11155.216,0.050,0.044,8.645,6031.813,1.978,3.683,28.166,1.059,3.712,0.575,0.907,0.03749,0.00093,
28815.00,3357.284,-2.361,3.962,0.007907,84.5,4228.4,11762.9,84.524,0.207,0.025,0.866,1.097,3727,0.3455,0.6607,0.0076,1,0.0,1.012,0.00049,0.0,0.00064,12799.0,2.0,3.2,7723.327,3.592,11155.216,0.050,0.044,8.645,6031.813,1.978,3.683,28.166,1.059,3.712,0.575,0.907,0.03749,0.00093,
28820.00,2509.039,-2.809,2.554,0.008655,80.8,4022.4,11416.9,80.754,0.027,0.032,0.608,1.382,3727,0.3455,0.6607,0.0076,1,0.0,1.012,0.00049,0.0,0.00064,12799.0,2.0,3.2,7723.327,3.592,11155.216,0.050,0.044,8.645,6031.813,1.978,3.683,28.166,1.059,3.712,0.575,0.907,0.03749,0.00093,
0.00,5540.051,6.645,14.850,0.005935,94.9,6036.0,15000.0,94.890,1.474,0.017,1.506,0.560,3534,0.3483,0.6030,0.0074,1,0.0,0.963,0.00047,0.0,0.00062,12280.7,2.0,3.3,7984.837,3.561,10919.944,0.055,0.043,8.952,7126.503,1.993,3.682,25.683,0.952,3.888,0.372,0.556,0.03244,0.00094,
28800.00,6020.156,19.551,26.121,0.005951,26.7,7923.0,42669.5,26.673,0.000,0.004,1.668,0.559,3534,0.3483,0.6030,0.0074,1,0.0,0.963,0.00047,0.0,0.00062,12280.7,2.0,3.3,7984.837,3.561,10919.944,0.055,0.043,8.952,7126.503,1.993,3.682,25.683,0.952,3.888,0.372,0.556,0.03244,0.00094,
28805.00,6020.156,19.551,26.110,0.005951,26.7,7921.2,42324.3,26.673,0.000,0.004,1.668,0.559,3534,0.3483,0.6030,0.0074,1,0.0,0.963,0.00047,0.0,0.00062,12280.7,2.0,3.3,7984.837,3.561,10919.944,0.055,0.043,8.952,7126.503,1.993,3.682,25.683,0.952,3.888,0.372,0.556,0.03244,0.00094,
28810.00,6020.156,19.551,26.099,0.005951,26.7,7919.4,41979.1,26.673,0.000,0.004,1.668,0.559,3534,0.3483,0.6030,0.0074,1,0.0,0.963,0.00047,0.0,0.00062,12280.7,2.0,3.3,7984.837,3.561,10919.944,0.055,0.043,8.952,7126.503,1.993,3.682,25.683,0.952,3.888,0.372,0.556,0.03244,0.00094,
28815.00,6020.156,19.551,26.087,0.005951,26.7,7917.4,41633.9,26.673,0.000,0.004,1.668,0.559,3534,0.3483,0.6030,0.0074,1,0.0,0.963,0.00047,0.0,0.00062,12280.7,2.0,3.3,7984.837,3.561,10919.944,0.055,0.043,8.952,7126.503,1.993,3.682,25.683,0.952,3.888,0.372,0.556,0.03244,0.00094,
28820.00,6020.156,19.551,26.075,0.005951,26.7,7915.4,41288.7,26.673,0.000,0.004,1.668,0.559,3534,0.3483,0.6030,0.0074,1,0.0,0.963,0.00047,0.0,0.00062,12280.7,2.0,3.3,7984.837,3.561,10919.944,0.055,0.043,8.952,7126.503,1.993,3.682,25.683,0.952,3.888,0.372,0.556,0.03244,0.00094,
0.00,7903.739,1.669,14.638,0.006976,135.4,5631.8,15000.0,135.375,4.030,0.017,1.768,0.778,3533,0.3544,0.6418,0.0076,1,0.0,1.327,0.00045,0.0,0.00080,12274.6,1.8,3.3,7592.909,3.605,11194.975,0.056,0.042,9.584,5297.925,1.867,3.970,36.507,0.949,3.729,0.635,0.758,0.04157,0.00093,
28800.00,5481.809,-1.011,8.222,0.007188,99.8,4677.3,12763.0,99.772,1.306,0.018,1.123,0.859,3533,0.3544,0.6418,0.0076,1,0.0,1.327,0.00045,0.0,0.00080,12274.6,1.8,3.3,7592.909,3.605,11194.975,0.056,0.042,9.584,5297.925,1.867,3.970,36.507,0.949,3.729,0.635,0.758,0.04157,0.00093,
28805.00,4672.233,-1.511,6.989,0.007266,97.8,4495.3,12413.1,97.846,1.141,0.021,1.035,0.890,3533,0.3544,0.6418,0.0076,1,0.0,1.327,0.00045,0.0,0.00080,12274.6,1.8,3.3,7592.909,3.605,11194.975,0.056,0.042,9.584,5297.925,1.867,3.970,36.507,0.949,3.729,0.635,0.758,0.04157,0.00093,
28810.00,4058.690,-1.957,5.793,0.007508,94.8,4305.0,12064.0,94.780,0.858,0.023,0.882,0.973,3533,0.3544,0.6418,0.0076,1,0.0,1.327,0.00045,0.0,0.00080,12274.6,1.8,3.3,7592.909,3.605,11194.975,0.056,0.042,9.584,5297.925,1.867,3.970,36.507,0.949,3.729,0.635,0.758,0.04157,0.00093,
28815.00,3291.138,-2.400,4.502,0.007846,92.1,4107.3,11716.4,92.111,0.623,0.028,0.741,1.099,3533,0.3544,0.6418,0.0076,1,0.0,1.327,0.00045,0.0,0.00080,12274.6,1.8,3.3,7592.909,3.605,11194.975,0.056,0.042,9.584,5297.925,1.867,3.970,36.507,0.949,3.729,0.635,0.758,0.04157,0.00093,
28820.00,2564.765,-2.851,3.206,0.008687,87.8,3902.5,11369.9,87.812,0.313,0.034,0.513,1.411,3533,0.3544,0.6418,0.0076,1,0.0,1.327,0.00045,0.0,0.00080,12274.6,1.8,3.3,7592.909,3.605,11194.975,0.056,0.042,9.584,5297.925,1.867,3.970,36.507,0.949,3.729,0.635,0.758,0.04157,0.00093,
0.00,7332.346,1.887,13.547,0.005847,125.6,5850.1,15000.0,125.589,3.865,0.017,2.097,0.642,3533,0.3554,0.6346,0.0068,1,0.0,0.842,0.00050,0.0,0.00068,16052.2,2.0,3.4,7640.948,3.650,10845.035,0.054,0.052,10.215,5808.147,2.326,4.258,39.003,1.016,3.314,0.558,0.629,0.03956,0.00092,
28800.00,5640.352,-0.466,8.281,0.006035,90.1,4905.3,12726.7,90.097,0.763,0.016,1.115,0.722,3533,0.3554,0.6346,0.0068,1,0.0,0.842,0.00050,0.0,0.00068,16052.2,2.0,3.4,7640.948,3.650,10845.035,0.054,0.052,10.215,5808.147,2.326,4.258,39.003,1.016,3.314,0.558,0.629,0.03956,0.00092,
28805.00,4880.426,-0.925,7.196,0.006041,90.0,4724.3,12377.1,89.992,0.752,0.018,1.109,0.724,3533,0.3554,0.6346,0.0068,1,0.0,0.842,0.00050,0.0,0.00068,16052.2,2.0,3.4,7640.948,3.650,10845.035,0.054,0.052,10.215,5808.147,2.326,4.258,39.003,1.016,3.314,0.558,0.629,0.03956,0.00092,
28810.00,4428.979,-1.374,6.216,0.006213,86.9,4533.5,12027.5,86.890,0.472,0.020,0.904,0.800,3533,0.3554,0.6346,0.0068,1,0.0,0.842,0.00050,0.0,0.00068,16052.2,2.0,3.4,7640.948,3.650,10845.035,0.054,0.052,10.215,5808.147,2.326,4.258,39.003,1.016,3.314,0.558,0.629,0.03956,0.00092,
28815.00,3745.090,-1.787,5.083,0.006345,85.7,4334.1,11679.4,85.745,0.368,0.023,0.828,0.846,3533,0.3554,0.6346,0.0068,1,0.0,0.842,0.00050,0.0,0.00068,16052.2,2.0,3.4,7640.948,3.650,10845.035,0.054,0.052,10.215,5808.147,2.326,4.258,39.003,1.016,3.314,0.558,0.629,0.03956,0.00092,
28820.00,3143.196,-2.220,3.970,0.006697,83.3,4125.9,11331.7,83.269,0.179,0.026,0.666,0.992,3533,0.3554,0.6346,0.0068,1,0.0,0.842,0.00050,0.0,0.00068,16052.2,2.0,3.4,7640.948,3.650,10845.035,0.054,0.052,10.215,5808.147,2.326,4.258,39.003,1.016,3.314,0.558,0.629,0.03956,0.00092,
0.00,9278.530,4.324,18.657,0.007894,158.9,5896.2,15000.0,158.923,4.572,0.017,2.462,0.835,3533,0.3565,0.6964,0.0079,1,0.0,0.781,0.00048,0.0,0.00066,12262.4,2.0,3.4,7908.972,3.591,11120.066,0.048,0.050,10.846,5538.769,2.493,4.011,33.172,1.084,3.410,0.481,0.831,0.03755,0.00091,
28800.00,5472.680,-0.624,7.885,0.007929,93.3,4527.0,12060.7,93.292,0.759,0.017,1.709,0.845,3533,0.3565,0.6964,0.0079,1,0.0,0.781,0.00048,0.0,0.00066,12262.4,2.0,3.4,7908.972,3.591,11120.066,0.048,0.050,10.846,5538.769,2.493,4.011,33.172,1.084,3.410,0.481,0.831,0.03755,0.00091,
28805.00,4658.450,-1.151,6.293,0.007983,85.6,4321.0,11710.8,85.577,0.311,0.018,1.201,0.877,3533,0.3565,0.6964,0.0079,1,0.0,0.781,0.00048,0.0,0.00066,12262.4,2.0,3.4,7908.972,3.591,11120.066,0.048,0.050,10.846,5538.769,2.493,4.011,33.172,1.084,3.410,0.481,0.831,0.03755,0.00091,
28810.00,3615.545,-1.754,4.664,0.008106,83.5,4108.0,11363.2,83.545,0.188,0.023,1.044,0.903,3533,0.3565,0.6964,0.0079,1,0.0,0.781,0.00048,0.0,0.00066,12262.4,2.0,3.4,7908.972,3.591,11120.066,0.048,0.050,10.846,5538.769,2.493,4.011,33.172,1.084,3.410,0.481,0.831,0.03755,0.00091,
28815.00,2709.072,-2.380,3.085,0.008685,78.6,3887.8,11016.1,78.609,0.000,0.029,0.656,1.110,3533,0.3565,0.6964,0.0079,1,0.0,0.781,0.00048,0.0,0.00066,12262.4,2.0,3.4,7908.972,3.591,11120.066,0.048,0.050,10.846,5538.769,2.493,4.011,33.172,1.084,3.410,0.481,0.831,0.03755,0.00091,
28820.00,1871.491,-3.017,1.383,0.010709,71.6,3661.7,10670.0,71.620,0.000,0.038,0.228,1.836,3533,0.3565,0.6964,0.0079,1,0.0,0.781,0.00048,0.0,0.00066,12262.4,2.0,3.4,7908.972,3.591,11120.066,0.048,0.050,10.846,5538.769,2.493,4.011,33.172,1.084,3.410,0.481,0.831,0.03755,0.00091,
0.00,10519.940,3.040,19.882,0.007326,180.2,5998.4,15000.0,180.186,4.757,0.017,2.028,1.045,3285,0.3476,0.6661,0.0071,1,0.0,0.721,0.00046,0.0,0.00064,14148.1,1.9,3.3,7737.028,3.738,10770.125,0.050,0.042,11.477,5269.391,2.074,3.763,43.997,1.009,3.760,0.631,1.033,0.03926,0.00092,
28800.00,4990.846,-1.722,6.753,0.007815,99.3,4148.6,11196.3,99.339,0.772,0.020,0.900,1.243,3285,0.3476,0.6661,0.0071,1,0.0,0.721,0.00046,0.0,0.00064,14148.1,1.9,3.3,7737.028,3.738,10770.125,0.050,0.042,11.477,5269.391,2.074,3.763,43.997,1.009,3.760,0.631,1.033,0.03926,0.00092,
28805.00,3792.919,-2.220,5.107,0.008045,97.0,3919.3,10846.0,97.009,0.632,0.026,0.790,1.336,3285,0.3476,0.6661,0.0071,1,0.0,0.721,0.00046,0.0,0.00064,14148.1,1.9,3.3,7737.028,3.738,10770.125,0.050,0.042,11.477,5269.391,2.074,3.763,43.997,1.009,3.760,0.631,1.033,0.03926,0.00092,
28810.00,2977.702,-2.712,3.611,0.009073,90.7,3682.5,10496.5,90.680,0.303,0.030,0.496,1.752,3285,0.3476,0.6661,0.0071,1,0.0,0.721,0.00046,0.0,0.00064,14148.1,1.9,3.3,7737.028,3.738,10770.125,0.050,0.042,11.477,5269.391,2.074,3.763,43.997,1.009,3.760,0.631,1.033,0.03926,0.00092,
28815.00,2117.440,-3.033,1.526,0.009791,66.1,3440.4,10148.5,66.113,0.000,0.031,0.003,2.042,3285,0.3476,0.6661,0.0071,1,0.0,0.721,0.00046,0.0,0.00064,14148.1,1.9,3.3,7737.028,3.738,10770.125,0.050,0.042,11.477,5269.391,2.074,3.763,43.997,1.009,3.760,0.631,1.033,0.03926,0.00092,
28820.00,1125.846,-3.318,-0.881,0.009791,35.1,3194.5,9802.1,35.072,0.000,0.031,0.000,2.042,3285,0.3476,0.6661,0.0071,1,0.0,0.721,0.00046,0.0,0.00064,14148.1,1.9,3.3,7737.028,3.738,10770.125,0.050,0.042,11.477,5269.391,2.074,3.763,43.997,1.009,3.760,0.631,1.033,0.03926,0.00092,
0.00,13315.056,1.404,21.663,0.007906,228.1,6064.4,15000.0,228.061,5.439,0.017,2.016,1.306,3324,0.3510,0.6425,0.0072,1,0.0,1.026,0.00050,0.0,0.00069,14073.3,1.8,3.4,8007.386,3.556,10891.289,0.048,0.047,10.099,5631.690,2.017,4.461,33.226,1.020,3.465,0.668,1.285,0.03448,0.00093,
28800.00,5359.994,-2.044,6.690,0.008014,109.7,4159.2,11132.0,109.741,1.058,0.020,1.465,1.348,3324,0.3510,0.6425,0.0072,1,0.0,1.026,0.00050,0.0,0.00069,14073.3,1.8,3.4,8007.386,3.556,10891.289,0.048,0.047,10.099,5631.690,2.017,4.461,33.226,1.020,3.465,0.668,1.285,0.03448,0.00093,
28805.00,4044.205,-2.455,4.956,0.008159,104.0,3931.8,10781.8,103.966,0.818,0.026,1.161,1.415,3324,0.3510,0.6425,0.0072,1,0.0,1.026,0.00050,0.0,0.00069,14073.3,1.8,3.4,8007.386,3.556,10891.289,0.048,0.047,10.099,5631.690,2.017,4.461,33.226,1.020,3.465,0.668,1.285,0.03448,0.00093,
28810.00,3013.246,-2.875,3.320,0.008881,97.9,3698.2,10432.8,97.932,0.508,0.033,0.751,1.692,3324,0.3510,0.6425,0.0072,1,0.0,1.026,0.00050,0.0,0.00069,14073.3,1.8,3.4,8007.386,3.556,10891.289,0.048,0.047,10.099,5631.690,2.017,4.461,33.226,1.020,3.465,0.668,1.285,0.03448,0.00093,
28815.00,2183.884,-3.237,1.413,0.010425,75.6,3459.9,10085.4,75.621,0.000,0.035,0.002,2.305,3324,0.3510,0.6425,0.0072,1,0.0,1.026,0.00050,0.0,0.00069,14073.3,1.8,3.4,8007.386,3.556,10891.289,0.048,0.047,10.099,5631.690,2.017,4.461,33.226,1.020,3.465,0.668,1.285,0.03448,0.00093,
28820.00,1111.068,-3.486,-1.097,0.010425,38.4,3219.1,9740.6,38.377,0.000,0.035,0.000,2.305,3324,0.3510,0.6425,0.0072,1,0.0,1.026,0.00050,0.0,0.00069,14073.3,1.8,3.4,8007.386,3.556,10891.289,0.048,0.047,10.099,5631.690,2.017,4.461,33.226,1.020,3.465,0.668,1.285,0.03448,0.00093,
0.00,8388.746,1.656,14.032,0.007624,143.7,5659.7,15000.0,143.683,3.094,0.017,2.454,1.159,3819,0.3471,0.6353,0.0073,1,0.0,0.541,0.00044,0.0,0.00067,10283.5,1.9,3.6,7615.458,3.600,11166.320,0.056,0.045,10.730,6141.911,2.476,4.213,27.395,0.946,3.560,0.477,1.156,0.03247,0.00092,
28800.00,5519.235,-0.724,7.293,0.007646,90.3,4773.1,12895.6,90.332,0.498,0.016,1.971,1.162,3819,0.3471,0.6353,0.0073,1,0.0,0.541,0.00044,0.0,0.00067,10283.5,1.9,3.6,7615.458,3.600,11166.320,0.056,0.045,10.730,6141.911,2.476,4.213,27.395,0.946,3.560,0.477,1.156,0.03247,0.00092,
28805.00,4894.229,-1.118,5.968,0.007696,81.4,4594.6,12545.8,81.406,0.067,0.017,1.379,1.177,3819,0.3471,0.6353,0.0073,1,0.0,0.541,0.00044,0.0,0.00067,10283.5,1.9,3.6,7615.458,3.600,11166.320,0.056,0.045,10.730,6141.911,2.476,4.213,27.395,0.946,3.560,0.477,1.156,0.03247,0.00092,
28810.00,3941.220,-1.636,4.575,0.007763,77.7,4408.5,12198.2,77.675,0.000,0.020,1.025,1.215,3819,0.3471,0.6353,0.0073,1,0.0,0.541,0.00044,0.0,0.00067,10283.5,1.9,3.6,7615.458,3.600,11166.320,0.056,0.045,10.730,6141.911,2.476,4.213,27.395,0.946,3.560,0.477,1.156,0.03247,0.00092,
28815.00,3093.858,-2.147,3.183,0.008061,74.7,4214.0,11850.9,74.675,0.000,0.024,0.730,1.327,3819,0.3471,0.6353,0.0073,1,0.0,0.541,0.00044,0.0,0.00067,10283.5,1.9,3.6,7615.458,3.600,11166.320,0.056,0.045,10.730,6141.911,2.476,4.213,27.395,0.946,3.560,0.477,1.156,0.03247,0.00092,
28820.00,2409.228,-2.716,1.794,0.009328,70.5,4011.5,11503.6,70.509,0.000,0.029,0.373,1.824,3819,0.3471,0.6353,0.0073,1,0.0,0.541,0.00044,0.0,0.00067,10283.5,1.9,3.6,7615.458,3.600,11166.320,0.056,0.045,10.730,6141.911,2.476,4.213,27.395,0.946,3.560,0.477,1.156,0.03247,0.00092,
